# x		Fun(x)	FunAtv1(x)
-0.390000	-0.380188	0.926795
-0.380000	-0.370920	0.930504
-0.370000	-0.361615	0.934120
-0.360000	-0.352274	0.937643
-0.350000	-0.342898	0.941072
-0.340000	-0.333487	0.944406
-0.330000	-0.324043	0.947647
-0.320000	-0.314567	0.950792
-0.310000	-0.305059	0.953843
-0.300000	-0.295520	0.956798
-0.290000	-0.285952	0.959658
-0.280000	-0.276356	0.962421
-0.270000	-0.266731	0.965088
-0.260000	-0.257081	0.967659
-0.250000	-0.247404	0.970133
-0.240000	-0.237703	0.972510
-0.230000	-0.227978	0.974790
-0.220000	-0.218230	0.976972
-0.210000	-0.208460	0.979057
-0.200000	-0.198669	0.981044
-0.190000	-0.188859	0.982932
-0.180000	-0.179030	0.984722
-0.170000	-0.169182	0.986414
-0.160000	-0.159318	0.988007
-0.150000	-0.149438	0.989502
-0.140000	-0.139543	0.990897
-0.130000	-0.129634	0.992194
-0.120000	-0.119712	0.993391
-0.110000	-0.109778	0.994488
-0.100000	-0.099833	0.995487
-0.090000	-0.089879	0.996386
-0.080000	-0.079915	0.997185
-0.070000	-0.069943	0.997884
-0.060000	-0.059964	0.998484
-0.050000	-0.049979	0.998984
-0.040000	-0.039989	0.999383
-0.030000	-0.029996	0.999683
-0.020000	-0.019999	0.999883
-0.010000	-0.010000	0.999983
0.000000	0.000000	0.999983
0.010000	0.010000	0.999883
0.020000	0.019999	0.999683
0.030000	0.029996	0.999383
0.040000	0.039989	0.998984
0.050000	0.049979	0.998484
0.060000	0.059964	0.997884
0.070000	0.069943	0.997185
0.080000	0.079915	0.996386
0.090000	0.089879	0.995487
0.100000	0.099833	0.994488
0.110000	0.109778	0.993391
0.120000	0.119712	0.992194
0.130000	0.129634	0.990897
0.140000	0.139543	0.989502
0.150000	0.149438	0.988007
0.160000	0.159318	0.986414
0.170000	0.169182	0.984722
0.180000	0.179030	0.982932
0.190000	0.188859	0.981044
0.200000	0.198669	0.979057
0.210000	0.208460	0.976972
0.220000	0.218230	0.974790
0.230000	0.227978	0.972510
0.240000	0.237703	0.970133
0.250000	0.247404	0.967659
0.260000	0.257081	0.965088
0.270000	0.266731	0.962421
0.280000	0.276356	0.959658
0.290000	0.285952	0.956798
0.300000	0.295520	0.953843
